id,image,CQ,AQ,HQ,VQ,model,prompt_version,raw
2950,02950_stitched.jpg,-0.26,0.47,0.27,0.34,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.26,""AQ"":0.47,""HQ"":0.27,""VQ"":0.34}"
2953,02953_stitched.jpg,0.08,-0.03,0.09,0.13,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.08,""AQ"":-0.03,""HQ"":0.09,""VQ"":0.13}"
2955,02955_stitched.jpg,0.08,-0.16,0.28,0.21,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.08,""AQ"":-0.16,""HQ"":0.28,""VQ"":0.21}"
2967,02967_stitched.jpg,0.14,-0.03,0.25,-0.02,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.14,""AQ"":-0.03,""HQ"":0.25,""VQ"":-0.02}"
2973,02973_stitched.jpg,0.2,-0.06,0.26,-0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.20,""AQ"":-0.06,""HQ"":0.26,""VQ"":-0.10}"
2977,02977_stitched.jpg,0.14,0.04,0.0,0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.14,""AQ"":0.04,""HQ"":0.00,""VQ"":0.01}"
3016,03016_stitched.jpg,0.04,-0.1,0.04,0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.04,""AQ"":-0.10,""HQ"":0.04,""VQ"":0.03}"
3044,03044_stitched.jpg,0.09,-0.01,0.29,0.09,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.09,""AQ"":-0.01,""HQ"":0.29,""VQ"":0.09}"
3062,03062_stitched.jpg,0.12,-0.01,0.18,0.31,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.12,""AQ"":-0.01,""HQ"":0.18,""VQ"":0.31}"
3068,03068_stitched.jpg,0.08,0.36,0.54,0.09,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.08,""AQ"":0.36,""HQ"":0.54,""VQ"":0.09}"
3091,03091_stitched.jpg,0.03,-0.08,0.2,0.41,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.03,""AQ"":-0.08,""HQ"":0.20,""VQ"":0.41}"
3094,03094_stitched.jpg,-0.02,0.09,-0.14,0.3,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.02,""AQ"":0.09,""HQ"":-0.14,""VQ"":0.30}"
3103,03103_stitched.jpg,-0.09,0.31,0.17,0.19,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.09,""AQ"":0.31,""HQ"":0.17,""VQ"":0.19}"
3127,03127_stitched.jpg,0.04,0.6,-0.1,0.35,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.04,""AQ"":0.60,""HQ"":-0.10,""VQ"":0.35}"
3157,03157_stitched.jpg,0.24,0.32,0.18,-0.19,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.24,""AQ"":0.32,""HQ"":0.18,""VQ"":-0.19}"
3159,03159_stitched.jpg,-0.08,0.22,0.12,0.44,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.08,""AQ"":0.22,""HQ"":0.12,""VQ"":0.44}"
3163,03163_stitched.jpg,0.22,0.02,0.0,-0.12,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.22,""AQ"":0.02,""HQ"":0.00,""VQ"":-0.12}"
3164,03164_stitched.jpg,0.18,-0.15,-0.16,0.02,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.18,""AQ"":-0.15,""HQ"":-0.16,""VQ"":0.02}"
3181,03181_stitched.jpg,0.28,0.19,0.56,-0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.28,""AQ"":0.19,""HQ"":0.56,""VQ"":-0.10}"
3183,03183_stitched.jpg,0.3,0.09,0.17,-0.23,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.30,""AQ"":0.09,""HQ"":0.17,""VQ"":-0.23}"
3187,03187_stitched.jpg,-0.09,0.2,-0.18,0.22,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.09,""AQ"":0.20,""HQ"":-0.18,""VQ"":0.22}"
3188,03188_stitched.jpg,-0.06,0.01,-0.11,0.0,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.06,""AQ"":0.01,""HQ"":-0.11,""VQ"":0.00}"
3191,03191_stitched.jpg,0.92,0.46,0.29,-0.08,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.92,""AQ"":0.46,""HQ"":0.29,""VQ"":-0.08}"
3201,03201_stitched.jpg,-0.15,0.58,-0.03,0.19,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.15,""AQ"":0.58,""HQ"":-0.03,""VQ"":0.19}"
3211,03211_stitched.jpg,-0.09,0.02,0.22,0.25,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.09,""AQ"":0.02,""HQ"":0.22,""VQ"":0.25}"
3226,03226_stitched.jpg,0.46,0.38,0.21,-0.15,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.46,""AQ"":0.38,""HQ"":0.21,""VQ"":-0.15}"
3231,03231_stitched.jpg,0.22,0.27,0.16,0.12,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.22,""AQ"":0.27,""HQ"":0.16,""VQ"":0.12}"
3248,03248_stitched.jpg,0.09,-0.03,0.37,0.3,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.09,""AQ"":-0.03,""HQ"":0.37,""VQ"":0.30}"
3253,03253_stitched.jpg,0.01,0.14,0.0,0.09,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.01,""AQ"":0.14,""HQ"":0.00,""VQ"":0.09}"
3271,03271_stitched.jpg,0.1,0.09,-0.0,-0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.10,""AQ"":0.09,""HQ"":-0.00,""VQ"":-0.05}"
3274,03274_stitched.jpg,0.17,0.25,0.09,0.11,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.17,""AQ"":0.25,""HQ"":0.09,""VQ"":0.11}"
3276,03276_stitched.jpg,0.19,-0.24,0.09,-0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.19,""AQ"":-0.24,""HQ"":0.09,""VQ"":-0.07}"
3286,03286_stitched.jpg,0.45,-0.36,-0.19,-0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.45,""AQ"":-0.36,""HQ"":-0.19,""VQ"":-0.03}"
3290,03290_stitched.jpg,-0.1,0.3,0.01,-0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.10,""AQ"":0.30,""HQ"":0.01,""VQ"":-0.01}"
3299,03299_stitched.jpg,0.59,-0.24,-0.16,-0.15,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.59,""AQ"":-0.24,""HQ"":-0.16,""VQ"":-0.15}"
3308,03308_stitched.jpg,-0.46,0.06,0.15,0.11,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.46,""AQ"":0.06,""HQ"":0.15,""VQ"":0.11}"
3322,03322_stitched.jpg,-0.14,-0.11,0.01,-0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.14,""AQ"":-0.11,""HQ"":0.01,""VQ"":-0.10}"
3332,03332_stitched.jpg,0.59,0.47,0.18,-0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.59,""AQ"":0.47,""HQ"":0.18,""VQ"":-0.04}"
3334,03334_stitched.jpg,-0.08,-0.05,0.22,0.31,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.08,""AQ"":-0.05,""HQ"":0.22,""VQ"":0.31}"
3340,03340_stitched.jpg,0.16,0.08,0.12,-0.11,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.16,""AQ"":0.08,""HQ"":0.12,""VQ"":-0.11}"
3351,03351_stitched.jpg,0.26,-0.05,0.43,0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.26,""AQ"":-0.05,""HQ"":0.43,""VQ"":0.01}"
3358,03358_stitched.jpg,-0.01,0.32,-0.16,0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.01,""AQ"":0.32,""HQ"":-0.16,""VQ"":0.03}"
3363,03363_stitched.jpg,-0.1,0.05,0.03,0.18,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.10,""AQ"":0.05,""HQ"":0.03,""VQ"":0.18}"
3385,03385_stitched.jpg,0.21,-0.05,-0.16,0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.21,""AQ"":-0.05,""HQ"":-0.16,""VQ"":0.03}"
3387,03387_stitched.jpg,0.29,-0.0,-0.08,0.02,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.29,""AQ"":-0.00,""HQ"":-0.08,""VQ"":0.02}"
3398,03398_stitched.jpg,0.06,0.08,0.2,0.15,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.06,""AQ"":0.08,""HQ"":0.20,""VQ"":0.15}"
3403,03403_stitched.jpg,-0.15,0.26,-0.22,0.21,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.15,""AQ"":0.26,""HQ"":-0.22,""VQ"":0.21}"
3406,03406_stitched.jpg,-0.01,0.23,0.05,0.37,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.01,""AQ"":0.23,""HQ"":0.05,""VQ"":0.37}"
3407,03407_stitched.jpg,-0.01,0.68,0.0,-0.02,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.01,""AQ"":0.68,""HQ"":0.00,""VQ"":-0.02}"
3412,03412_stitched.jpg,-0.01,0.47,0.05,0.41,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.01,""AQ"":0.47,""HQ"":0.05,""VQ"":0.41}"
3424,03424_stitched.jpg,0.01,0.26,0.16,0.13,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.01,""AQ"":0.26,""HQ"":0.16,""VQ"":0.13}"
3427,03427_stitched.jpg,-0.05,0.35,-0.07,-0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.05,""AQ"":0.35,""HQ"":-0.07,""VQ"":-0.07}"
3439,03439_stitched.jpg,0.04,0.15,0.34,0.26,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.04,""AQ"":0.15,""HQ"":0.34,""VQ"":0.26}"
3447,03447_stitched.jpg,0.15,-0.08,-0.03,0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.15,""AQ"":-0.08,""HQ"":-0.03,""VQ"":0.07}"
3454,03454_stitched.jpg,0.52,0.23,0.65,0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.52,""AQ"":0.23,""HQ"":0.65,""VQ"":0.10}"
3458,03458_stitched.jpg,0.29,0.26,0.04,0.06,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.29,""AQ"":0.26,""HQ"":0.04,""VQ"":0.06}"
3471,03471_stitched.jpg,0.17,-0.09,0.15,0.11,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.17,""AQ"":-0.09,""HQ"":0.15,""VQ"":0.11}"
3481,03481_stitched.jpg,0.06,0.23,0.25,0.15,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.06,""AQ"":0.23,""HQ"":0.25,""VQ"":0.15}"
3491,03491_stitched.jpg,0.03,0.0,0.02,0.17,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.03,""AQ"":0.00,""HQ"":0.02,""VQ"":0.17}"
3493,03493_stitched.jpg,0.09,-0.09,0.23,0.23,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.09,""AQ"":-0.09,""HQ"":0.23,""VQ"":0.23}"
3494,03494_stitched.jpg,0.16,0.24,0.13,0.34,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.16,""AQ"":0.24,""HQ"":0.13,""VQ"":0.34}"
3499,03499_stitched.jpg,0.14,-0.03,0.15,0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.14,""AQ"":-0.03,""HQ"":0.15,""VQ"":0.03}"
3504,03504_stitched.jpg,0.26,0.31,0.16,0.17,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.26,""AQ"":0.31,""HQ"":0.16,""VQ"":0.17}"
3506,03506_stitched.jpg,-0.07,0.06,0.24,0.0,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.07,""AQ"":0.06,""HQ"":0.24,""VQ"":0.00}"
3508,03508_stitched.jpg,0.38,-0.3,-0.02,-0.3,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.38,""AQ"":-0.30,""HQ"":-0.02,""VQ"":-0.30}"
3520,03520_stitched.jpg,0.11,0.19,0.36,-0.06,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.11,""AQ"":0.19,""HQ"":0.36,""VQ"":-0.06}"
3523,03523_stitched.jpg,0.69,0.76,0.14,0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.69,""AQ"":0.76,""HQ"":0.14,""VQ"":0.04}"
3526,03526_stitched.jpg,0.14,-0.01,0.23,0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.14,""AQ"":-0.01,""HQ"":0.23,""VQ"":0.01}"
3529,03529_stitched.jpg,0.47,0.03,0.13,0.09,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.47,""AQ"":0.03,""HQ"":0.13,""VQ"":0.09}"
3530,03530_stitched.jpg,0.31,-0.3,0.25,-0.01,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.31,""AQ"":-0.30,""HQ"":0.25,""VQ"":-0.01}"
3534,03534_stitched.jpg,0.23,0.21,0.23,0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.23,""AQ"":0.21,""HQ"":0.23,""VQ"":0.04}"
3535,03535_stitched.jpg,0.17,-0.01,0.15,-0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.17,""AQ"":-0.01,""HQ"":0.15,""VQ"":-0.10}"
3545,03545_stitched.jpg,0.12,0.52,0.72,-0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.12,""AQ"":0.52,""HQ"":0.72,""VQ"":-0.07}"
3548,03548_stitched.jpg,0.08,0.33,0.11,0.33,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.08,""AQ"":0.33,""HQ"":0.11,""VQ"":0.33}"
3551,03551_stitched.jpg,0.23,-0.01,0.16,0.07,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.23,""AQ"":-0.01,""HQ"":0.16,""VQ"":0.07}"
3554,03554_stitched.jpg,0.19,0.16,0.0,-0.0,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.19,""AQ"":0.16,""HQ"":0.00,""VQ"":-0.00}"
3559,03559_stitched.jpg,-0.04,-0.19,0.21,0.15,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.04,""AQ"":-0.19,""HQ"":0.21,""VQ"":0.15}"
3603,03603_stitched.jpg,0.29,-0.1,0.11,0.04,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.29,""AQ"":-0.10,""HQ"":0.11,""VQ"":0.04}"
3609,03609_stitched.jpg,0.23,0.83,0.59,0.35,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.23,""AQ"":0.83,""HQ"":0.59,""VQ"":0.35}"
3613,03613_stitched.jpg,0.07,0.49,0.37,0.05,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.07,""AQ"":0.49,""HQ"":0.37,""VQ"":0.05}"
3614,03614_stitched.jpg,0.51,0.05,0.25,0.11,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.51,""AQ"":0.05,""HQ"":0.25,""VQ"":0.11}"
3621,03621_stitched.jpg,0.26,0.69,0.23,0.12,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.26,""AQ"":0.69,""HQ"":0.23,""VQ"":0.12}"
3625,03625_stitched.jpg,-0.05,-0.29,0.1,0.35,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.05,""AQ"":-0.29,""HQ"":0.10,""VQ"":0.35}"
3673,03673_stitched.jpg,0.02,0.06,0.1,0.1,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.02,""AQ"":0.06,""HQ"":0.10,""VQ"":0.10}"
3676,03676_stitched.jpg,-0.22,-0.11,-0.12,0.12,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.22,""AQ"":-0.11,""HQ"":-0.12,""VQ"":0.12}"
3808,03808_stitched.jpg,-0.1,-0.01,0.09,0.03,gpt-4.1-mini,rubric_prompt,"{""CQ"":-0.10,""AQ"":-0.01,""HQ"":0.09,""VQ"":0.03}"
3816,03816_stitched.jpg,0.02,0.22,0.55,0.26,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.02,""AQ"":0.22,""HQ"":0.55,""VQ"":0.26}"
3909,03909_stitched.jpg,0.32,0.18,-0.04,-0.12,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.32,""AQ"":0.18,""HQ"":-0.04,""VQ"":-0.12}"
3919,03919_stitched.jpg,0.24,-0.17,0.03,-0.17,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.24,""AQ"":-0.17,""HQ"":0.03,""VQ"":-0.17}"
3925,03925_stitched.jpg,0.11,0.03,0.19,0.06,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.11,""AQ"":0.03,""HQ"":0.19,""VQ"":0.06}"
3933,03933_stitched.jpg,0.05,0.24,0.13,0.19,gpt-4.1-mini,rubric_prompt,"{""CQ"":0.05,""AQ"":0.24,""HQ"":0.13,""VQ"":0.19}"
